Country,Region/State,City,"Zip/Postal Code From","Zip/Postal Code To",Weight>,Weight<=,"Shipping Price","Shipping Method",Discount
AE,*,*,*,,21.0000,21.5000,186.0000,"DHL Express Worldwide",""
AE,*,*,*,,21.5000,22.0000,189.0000,"DHL Express Worldwide",""
AE,*,*,*,,22.0000,22.5000,192.0000,"DHL Express Worldwide",""
AE,*,*,*,,22.0000,24.0000,203.0000,"UPS Express Saver",""
AE,*,*,*,,22.5000,23.0000,195.0000,"DHL Express Worldwide",""
AE,*,*,*,,23.0000,23.5000,198.0000,"DHL Express Worldwide",""
AE,*,*,*,,23.5000,24.0000,201.0000,"DHL Express Worldwide",""
AE,*,*,*,,24.0000,24.5000,205.0000,"DHL Express Worldwide",""
AE,*,*,*,,24.0000,26.0000,216.0000,"UPS Express Saver",""
AE,*,*,*,,24.5000,25.0000,208.0000,"DHL Express Worldwide",""
AE,*,*,*,,25.0000,25.5000,211.0000,"DHL Express Worldwide",""
AE,*,*,*,,25.5000,26.0000,214.0000,"DHL Express Worldwide",""
AE,*,*,*,,26.0000,26.5000,217.0000,"DHL Express Worldwide",""
AE,*,*,*,,26.0000,28.0000,230.0000,"UPS Express Saver",""
AE,*,*,*,,26.5000,27.0000,220.0000,"DHL Express Worldwide",""
AE,*,*,*,,27.0000,27.5000,223.0000,"DHL Express Worldwide",""
AE,*,*,*,,27.5000,28.0000,227.0000,"DHL Express Worldwide",""
AE,*,*,*,,28.0000,28.5000,230.0000,"DHL Express Worldwide",""
AE,*,*,*,,28.0000,30.0000,245.0000,"UPS Express Saver",""
AE,*,*,*,,28.5000,29.0000,233.0000,"DHL Express Worldwide",""
AE,*,*,*,,29.0000,29.5000,236.0000,"DHL Express Worldwide",""
AE,*,*,*,,29.5000,30.0000,240.0000,"DHL Express Worldwide",""
AE,*,*,*,,30.0000,31.0000,249.0000,"DHL Express Worldwide",""
AE,*,*,*,,30.0000,35.0000,278.0000,"UPS Express Saver",""
AE,*,*,*,,31.0000,32.0000,257.0000,"DHL Express Worldwide",""
AE,*,*,*,,32.0000,33.0000,265.0000,"DHL Express Worldwide",""
AE,*,*,*,,33.0000,34.0000,273.0000,"DHL Express Worldwide",""
AE,*,*,*,,34.0000,35.0000,282.0000,"DHL Express Worldwide",""
AE,*,*,*,,35.0000,36.0000,290.0000,"DHL Express Worldwide",""
AE,*,*,*,,35.0000,40.0000,311.0000,"UPS Express Saver",""
AE,*,*,*,,36.0000,37.0000,298.0000,"DHL Express Worldwide",""
AE,*,*,*,,37.0000,38.0000,307.0000,"DHL Express Worldwide",""
AE,*,*,*,,38.0000,39.0000,315.0000,"DHL Express Worldwide",""
AE,*,*,*,,39.0000,40.0000,323.0000,"DHL Express Worldwide",""
AU,*,*,*,,0.0000,0.5000,46.0000,"DHL Express Worldwide",""
AU,*,*,*,,0.0000,0.5000,47.0000,"UPS Express Saver",""
AU,*,*,*,,0.5000,1.0000,51.0000,"DHL Express Worldwide",""
AU,*,*,*,,0.5000,1.0000,52.0000,"UPS Express Saver",""
AU,*,*,*,,1.0000,1.5000,54.0000,"DHL Express Worldwide",""
AU,*,*,*,,1.0000,1.5000,57.0000,"UPS Express Saver",""
AU,*,*,*,,1.5000,2.0000,60.0000,"DHL Express Worldwide",""
AU,*,*,*,,1.5000,2.0000,65.0000,"UPS Express Saver",""
AU,*,*,*,,2.0000,2.5000,63.0000,"DHL Express Worldwide",""
AU,*,*,*,,2.0000,2.5000,70.0000,"UPS Express Saver",""
AU,*,*,*,,2.5000,3.0000,66.0000,"DHL Express Worldwide",""
AU,*,*,*,,2.5000,3.0000,74.0000,"UPS Express Saver",""
AU,*,*,*,,3.0000,3.5000,69.0000,"DHL Express Worldwide",""
AU,*,*,*,,3.0000,3.5000,78.0000,"UPS Express Saver",""
AU,*,*,*,,3.5000,4.0000,73.0000,"DHL Express Worldwide",""
AU,*,*,*,,3.5000,4.0000,81.0000,"UPS Express Saver",""
AU,*,*,*,,4.0000,4.5000,76.0000,"DHL Express Worldwide",""
AU,*,*,*,,4.0000,4.5000,84.0000,"UPS Express Saver",""
AU,*,*,*,,4.5000,5.0000,79.0000,"DHL Express Worldwide",""
AU,*,*,*,,4.5000,5.0000,88.0000,"UPS Express Saver",""
AU,*,*,*,,5.0000,5.5000,82.0000,"DHL Express Worldwide",""
AU,*,*,*,,5.0000,5.5000,81.0000,"UPS Express Saver",""
AU,*,*,*,,5.5000,6.0000,86.0000,"DHL Express Worldwide",""
AU,*,*,*,,5.5000,6.0000,84.0000,"UPS Express Saver",""
AU,*,*,*,,6.0000,6.5000,89.0000,"DHL Express Worldwide",""
AU,*,*,*,,6.0000,6.5000,87.0000,"UPS Express Saver",""
AU,*,*,*,,6.5000,7.0000,92.0000,"DHL Express Worldwide",""
AU,*,*,*,,6.5000,7.0000,90.0000,"UPS Express Saver",""
AU,*,*,*,,7.0000,7.5000,95.0000,"DHL Express Worldwide",""
AU,*,*,*,,7.0000,7.5000,93.0000,"UPS Express Saver",""
AU,*,*,*,,7.5000,8.0000,98.0000,"DHL Express Worldwide",""
AU,*,*,*,,7.5000,8.0000,96.0000,"UPS Express Saver",""
AU,*,*,*,,8.0000,8.5000,102.0000,"DHL Express Worldwide",""
AU,*,*,*,,8.0000,8.5000,100.0000,"UPS Express Saver",""
AU,*,*,*,,8.5000,9.0000,105.0000,"DHL Express Worldwide",""
AU,*,*,*,,8.5000,9.0000,103.0000,"UPS Express Saver",""
AU,*,*,*,,9.0000,9.5000,108.0000,"DHL Express Worldwide",""
AU,*,*,*,,9.0000,9.5000,106.0000,"UPS Express Saver",""
AU,*,*,*,,9.5000,10.0000,113.0000,"DHL Express Worldwide",""
AU,*,*,*,,9.5000,10.0000,110.0000,"UPS Express Saver",""
AU,*,*,*,,10.0000,10.5000,116.0000,"DHL Express Worldwide",""
AU,*,*,*,,10.0000,11.0000,106.0000,"UPS Express Saver",""
AU,*,*,*,,10.5000,11.0000,119.0000,"DHL Express Worldwide",""
AU,*,*,*,,11.0000,11.5000,122.0000,"DHL Express Worldwide",""
AU,*,*,*,,11.0000,12.0000,111.0000,"UPS Express Saver",""
AU,*,*,*,,11.5000,12.0000,125.0000,"DHL Express Worldwide",""
AU,*,*,*,,12.0000,12.5000,128.0000,"DHL Express Worldwide",""
AU,*,*,*,,12.0000,13.0000,117.0000,"UPS Express Saver",""
AU,*,*,*,,12.5000,13.0000,131.0000,"DHL Express Worldwide",""
AU,*,*,*,,13.0000,13.5000,134.0000,"DHL Express Worldwide",""
AU,*,*,*,,13.0000,14.0000,123.0000,"UPS Express Saver",""
AU,*,*,*,,13.5000,14.0000,137.0000,"DHL Express Worldwide",""
AU,*,*,*,,14.0000,14.5000,141.0000,"DHL Express Worldwide",""
AU,*,*,*,,14.0000,15.0000,128.0000,"UPS Express Saver",""
AU,*,*,*,,14.5000,15.0000,144.0000,"DHL Express Worldwide",""
AU,*,*,*,,15.0000,15.5000,147.0000,"DHL Express Worldwide",""
AU,*,*,*,,15.0000,16.0000,134.0000,"UPS Express Saver",""
AU,*,*,*,,15.5000,16.0000,150.0000,"DHL Express Worldwide",""
AU,*,*,*,,16.0000,16.5000,153.0000,"DHL Express Worldwide",""
AU,*,*,*,,16.0000,17.0000,139.0000,"UPS Express Saver",""
AU,*,*,*,,16.5000,17.0000,156.0000,"DHL Express Worldwide",""
AU,*,*,*,,17.0000,17.5000,159.0000,"DHL Express Worldwide",""
AU,*,*,*,,17.0000,18.0000,145.0000,"UPS Express Saver",""
AU,*,*,*,,17.5000,18.0000,162.0000,"DHL Express Worldwide",""
AU,*,*,*,,18.0000,18.5000,165.0000,"DHL Express Worldwide",""
AU,*,*,*,,18.0000,19.0000,150.0000,"UPS Express Saver",""
AU,*,*,*,,18.5000,19.0000,169.0000,"DHL Express Worldwide",""
AU,*,*,*,,19.0000,19.5000,172.0000,"DHL Express Worldwide",""
AU,*,*,*,,19.0000,20.0000,157.0000,"UPS Express Saver",""
AU,*,*,*,,19.5000,20.0000,176.0000,"DHL Express Worldwide",""
AU,*,*,*,,20.0000,20.5000,180.0000,"DHL Express Worldwide",""
AU,*,*,*,,20.0000,22.0000,168.0000,"UPS Express Saver",""
AU,*,*,*,,20.5000,21.0000,183.0000,"DHL Express Worldwide",""
AU,*,*,*,,21.0000,21.5000,186.0000,"DHL Express Worldwide",""
AU,*,*,*,,21.5000,22.0000,189.0000,"DHL Express Worldwide",""
AU,*,*,*,,22.0000,22.5000,192.0000,"DHL Express Worldwide",""
AU,*,*,*,,22.0000,24.0000,179.0000,"UPS Express Saver",""
AU,*,*,*,,22.5000,23.0000,195.0000,"DHL Express Worldwide",""
AU,*,*,*,,23.0000,23.5000,198.0000,"DHL Express Worldwide",""
AU,*,*,*,,23.5000,24.0000,201.0000,"DHL Express Worldwide",""
AU,*,*,*,,24.0000,24.5000,205.0000,"DHL Express Worldwide",""
AU,*,*,*,,24.0000,26.0000,190.0000,"UPS Express Saver",""
AU,*,*,*,,24.5000,25.0000,208.0000,"DHL Express Worldwide",""
AU,*,*,*,,25.0000,25.5000,211.0000,"DHL Express Worldwide",""
AU,*,*,*,,25.5000,26.0000,214.0000,"DHL Express Worldwide",""
AU,*,*,*,,26.0000,26.5000,217.0000,"DHL Express Worldwide",""
AU,*,*,*,,26.0000,28.0000,200.0000,"UPS Express Saver",""
AU,*,*,*,,26.5000,27.0000,220.0000,"DHL Express Worldwide",""
AU,*,*,*,,27.0000,27.5000,223.0000,"DHL Express Worldwide",""
AU,*,*,*,,27.5000,28.0000,227.0000,"DHL Express Worldwide",""
AU,*,*,*,,28.0000,28.5000,230.0000,"DHL Express Worldwide",""
AU,*,*,*,,28.0000,30.0000,212.0000,"UPS Express Saver",""
AU,*,*,*,,28.5000,29.0000,233.0000,"DHL Express Worldwide",""
AU,*,*,*,,29.0000,29.5000,236.0000,"DHL Express Worldwide",""
AU,*,*,*,,29.5000,30.0000,240.0000,"DHL Express Worldwide",""
AU,*,*,*,,30.0000,31.0000,249.0000,"DHL Express Worldwide",""
AU,*,*,*,,30.0000,35.0000,239.0000,"UPS Express Saver",""
AU,*,*,*,,30.0000,500.0000,0.0000,"Customer Collection",""
AU,*,*,*,,31.0000,32.0000,257.0000,"DHL Express Worldwide",""
AU,*,*,*,,32.0000,33.0000,265.0000,"DHL Express Worldwide",""
AU,*,*,*,,33.0000,34.0000,273.0000,"DHL Express Worldwide",""
AU,*,*,*,,34.0000,35.0000,282.0000,"DHL Express Worldwide",""
AU,*,*,*,,35.0000,36.0000,290.0000,"DHL Express Worldwide",""
AU,*,*,*,,35.0000,40.0000,267.0000,"UPS Express Saver",""
AU,*,*,*,,36.0000,37.0000,298.0000,"DHL Express Worldwide",""
AU,*,*,*,,37.0000,38.0000,307.0000,"DHL Express Worldwide",""
AU,*,*,*,,38.0000,39.0000,315.0000,"DHL Express Worldwide",""
AU,*,*,*,,39.0000,40.0000,323.0000,"DHL Express Worldwide",""
AT,*,*,*,,0.0000,0.5000,34.0000,"DHL Express Worldwide",""
AT,*,*,*,,0.0000,0.5000,31.0000,"UPS Express Saver",""
AT,*,*,*,,0.5000,1.0000,39.0000,"DHL Express Worldwide",""
AT,*,*,*,,0.5000,1.0000,35.0000,"UPS Express Saver",""
AT,*,*,*,,1.0000,1.5000,42.0000,"DHL Express Worldwide",""
AT,*,*,*,,1.0000,1.5000,37.0000,"UPS Express Saver",""
AT,*,*,*,,1.5000,2.0000,48.0000,"DHL Express Worldwide",""
AT,*,*,*,,1.5000,2.0000,43.0000,"UPS Express Saver",""
AT,*,*,*,,2.0000,2.5000,51.0000,"DHL Express Worldwide",""
AT,*,*,*,,2.0000,2.5000,45.0000,"UPS Express Saver",""
AT,*,*,*,,2.5000,3.0000,54.0000,"DHL Express Worldwide",""
AT,*,*,*,,2.5000,3.0000,48.0000,"UPS Express Saver",""
AT,*,*,*,,3.0000,3.5000,56.0000,"DHL Express Worldwide",""
AT,*,*,*,,3.0000,3.5000,50.0000,"UPS Express Saver",""
AT,*,*,*,,3.5000,4.0000,59.0000,"DHL Express Worldwide",""
AT,*,*,*,,3.5000,4.0000,53.0000,"UPS Express Saver",""
AT,*,*,*,,4.0000,4.5000,62.0000,"DHL Express Worldwide",""
AT,*,*,*,,4.0000,4.5000,55.0000,"UPS Express Saver",""
AT,*,*,*,,4.5000,5.0000,65.0000,"DHL Express Worldwide",""
AT,*,*,*,,4.5000,5.0000,58.0000,"UPS Express Saver",""
AT,*,*,*,,5.0000,5.5000,67.0000,"DHL Express Worldwide",""
AT,*,*,*,,5.0000,5.5000,60.0000,"UPS Express Saver",""
AT,*,*,*,,5.5000,6.0000,70.0000,"DHL Express Worldwide",""
AT,*,*,*,,5.5000,6.0000,63.0000,"UPS Express Saver",""
AT,*,*,*,,6.0000,6.5000,73.0000,"DHL Express Worldwide",""
AT,*,*,*,,6.0000,6.5000,65.0000,"UPS Express Saver",""
AT,*,*,*,,6.5000,7.0000,75.0000,"DHL Express Worldwide",""
AT,*,*,*,,6.5000,7.0000,68.0000,"UPS Express Saver",""
AT,*,*,*,,7.0000,7.5000,78.0000,"DHL Express Worldwide",""
AT,*,*,*,,7.0000,7.5000,70.0000,"UPS Express Saver",""
AT,*,*,*,,7.5000,8.0000,80.0000,"DHL Express Worldwide",""
AT,*,*,*,,7.5000,8.0000,72.0000,"UPS Express Saver",""
AT,*,*,*,,8.0000,8.5000,83.0000,"DHL Express Worldwide",""
AT,*,*,*,,8.0000,8.5000,75.0000,"UPS Express Saver",""
AT,*,*,*,,8.5000,9.0000,86.0000,"DHL Express Worldwide",""
AT,*,*,*,,8.5000,9.0000,77.0000,"UPS Express Saver",""
AT,*,*,*,,9.0000,9.5000,88.0000,"DHL Express Worldwide",""
AT,*,*,*,,9.0000,9.5000,80.0000,"UPS Express Saver",""
AT,*,*,*,,9.5000,10.0000,92.0000,"DHL Express Worldwide",""
AT,*,*,*,,9.5000,10.0000,83.0000,"UPS Express Saver",""
