Country,Region/State,City,"Zip/Postal Code From","Zip/Postal Code To",Weight>,Weight<=,"Shipping Price","Shipping Method",Discount
AND,*,*,*,,16,17,76.032,"""""""DHL Express""""""",""
AND,*,*,*,,17,18,78.096,"""""""DHL Express""""""",""
AND,*,*,*,,18,19,80.16,"""""""DHL Express""""""",""
AND,*,*,*,,19,20,82.224,"""""""DHL Express""""""",""
AND,*,*,*,,20,21,84.252,"""""""DHL Express""""""",""
AND,*,*,*,,21,22,86.292,"""""""DHL Express""""""",""
AND,*,*,*,,22,23,88.332,"""""""DHL Express""""""",""
AND,*,*,*,,23,24,90.36,"""""""DHL Express""""""",""
AND,*,*,*,,24,25,92.4,"""""""DHL Express""""""",""
AND,*,*,*,,25,26,94.428,"""""""DHL Express""""""",""
AND,*,*,*,,26,27,96.468,"""""""DHL Express""""""",""
AND,*,*,*,,27,28,98.496,"""""""DHL Express""""""",""
AND,*,*,*,,28,29,100.536,"""""""DHL Express""""""",""
AND,*,*,*,,29,30,102.576,"""""""DHL Express""""""",""
AND,*,*,*,,30,31,107.112,"""""""DHL Express""""""",""
AND,*,*,*,,31,32,111.648,"""""""DHL Express""""""",""
AND,*,*,*,,32,33,116.196,"""""""DHL Express""""""",""
AND,*,*,*,,33,34,120.732,"""""""DHL Express""""""",""
AND,*,*,*,,34,35,125.268,"""""""DHL Express""""""",""
AND,*,*,*,,35,36,125.268,"""""""DHL Express""""""",""
AND,*,*,*,,36,37,134.352,"""""""DHL Express""""""",""
AND,*,*,*,,37,38,138.9,"""""""DHL Express""""""",""
AND,*,*,*,,38,39,143.436,"""""""DHL Express""""""",""
AND,*,*,*,,39,40,147.972,"""""""DHL Express""""""",""
AND,*,*,*,,40,41,152.52,"""""""DHL Express""""""",""
AND,*,*,*,,41,42,157.056,"""""""DHL Express""""""",""
AND,*,*,*,,42,43,161.592,"""""""DHL Express""""""",""
AND,*,*,*,,43,44,166.14,"""""""DHL Express""""""",""
AND,*,*,*,,44,45,170.676,"""""""DHL Express""""""",""
AND,*,*,*,,45,46,175.212,"""""""DHL Express""""""",""
AND,*,*,*,,46,47,179.76,"""""""DHL Express""""""",""
AND,*,*,*,,47,48,184.296,"""""""DHL Express""""""",""
AND,*,*,*,,48,49,188.844,"""""""DHL Express""""""",""
AND,*,*,*,,49,50,193.38,"""""""DHL Express""""""",""
AND,*,*,*,,50,51,197.916,"""""""DHL Express""""""",""
AND,*,*,*,,51,52,202.464,"""""""DHL Express""""""",""
AND,*,*,*,,52,53,207,"""""""DHL Express""""""",""
AND,*,*,*,,53,54,211.536,"""""""DHL Express""""""",""
AND,*,*,*,,54,55,216.084,"""""""DHL Express""""""",""
AND,*,*,*,,55,56,220.62,"""""""DHL Express""""""",""
AND,*,*,*,,56,57,225.168,"""""""DHL Express""""""",""
AND,*,*,*,,57,58,229.704,"""""""DHL Express""""""",""
AND,*,*,*,,58,59,234.24,"""""""DHL Express""""""",""
AND,*,*,*,,59,60,238.788,"""""""DHL Express""""""",""
AND,*,*,*,,60,61,243.324,"""""""DHL Express""""""",""
AND,*,*,*,,61,62,247.86,"""""""DHL Express""""""",""
AND,*,*,*,,62,63,252.408,"""""""DHL Express""""""",""
AND,*,*,*,,63,64,256.944,"""""""DHL Express""""""",""
AND,*,*,*,,64,65,261.492,"""""""DHL Express""""""",""
AND,*,*,*,,65,66,266.028,"""""""DHL Express""""""",""
AND,*,*,*,,66,67,270.564,"""""""DHL Express""""""",""
AND,*,*,*,,67,68,275.112,"""""""DHL Express""""""",""
AND,*,*,*,,68,69,279.648,"""""""DHL Express""""""",""
AND,*,*,*,,69,70,284.184,"""""""DHL Express""""""",""
ARE,*,*,*,,0,0.5,35.988,"""""""DHL Express""""""",""
ARE,*,*,*,,0.5,1,39,"""""""DHL Express""""""",""
ARE,*,*,*,,1,1.5,42.072,"""""""DHL Express""""""",""
ARE,*,*,*,,1.5,2,45.144,"""""""DHL Express""""""",""
ARE,*,*,*,,2,2.5,48.216,"""""""DHL Express""""""",""
ARE,*,*,*,,2.5,3,51.108,"""""""DHL Express""""""",""
ARE,*,*,*,,3,3.5,53.988,"""""""DHL Express""""""",""
ARE,*,*,*,,3.5,4,56.88,"""""""DHL Express""""""",""
ARE,*,*,*,,4,4.5,59.772,"""""""DHL Express""""""",""
ARE,*,*,*,,4.5,5,62.652,"""""""DHL Express""""""",""
ARE,*,*,*,,5,5.5,65.352,"""""""DHL Express""""""",""
ARE,*,*,*,,5.5,6,68.04,"""""""DHL Express""""""",""
ARE,*,*,*,,6,6.5,70.728,"""""""DHL Express""""""",""
ARE,*,*,*,,6.5,7,73.416,"""""""DHL Express""""""",""
ARE,*,*,*,,7,7.5,76.104,"""""""DHL Express""""""",""
ARE,*,*,*,,7.5,8,78.804,"""""""DHL Express""""""",""
ARE,*,*,*,,8,8.5,81.492,"""""""DHL Express""""""",""
ARE,*,*,*,,8.5,9,84.18,"""""""DHL Express""""""",""
ARE,*,*,*,,9,9.5,86.868,"""""""DHL Express""""""",""
ARE,*,*,*,,9.5,10,89.556,"""""""DHL Express""""""",""
ARE,*,*,*,,10,11,86.58,"""""""DHL Express""""""",""
ARE,*,*,*,,11,12,90.708,"""""""DHL Express""""""",""
ARE,*,*,*,,12,13,94.836,"""""""DHL Express""""""",""
ARE,*,*,*,,13,14,98.976,"""""""DHL Express""""""",""
ARE,*,*,*,,14,15,103.104,"""""""DHL Express""""""",""
ARE,*,*,*,,15,16,107.232,"""""""DHL Express""""""",""
ARE,*,*,*,,16,17,111.36,"""""""DHL Express""""""",""
ARE,*,*,*,,17,18,115.488,"""""""DHL Express""""""",""
ARE,*,*,*,,18,19,119.628,"""""""DHL Express""""""",""
ARE,*,*,*,,19,20,123.756,"""""""DHL Express""""""",""
ARE,*,*,*,,20,21,127.368,"""""""DHL Express""""""",""
ARE,*,*,*,,21,22,130.98,"""""""DHL Express""""""",""
ARE,*,*,*,,22,23,134.592,"""""""DHL Express""""""",""
ARE,*,*,*,,23,24,138.216,"""""""DHL Express""""""",""
ARE,*,*,*,,24,25,141.828,"""""""DHL Express""""""",""
ARE,*,*,*,,25,26,145.44,"""""""DHL Express""""""",""
ARE,*,*,*,,26,27,149.052,"""""""DHL Express""""""",""
ARE,*,*,*,,27,28,152.664,"""""""DHL Express""""""",""
ARE,*,*,*,,28,29,156.276,"""""""DHL Express""""""",""
ARE,*,*,*,,29,30,159.9,"""""""DHL Express""""""",""
ARE,*,*,*,,30,31,164.94,"""""""DHL Express""""""",""
ARE,*,*,*,,31,32,169.98,"""""""DHL Express""""""",""
ARE,*,*,*,,32,33,175.02,"""""""DHL Express""""""",""
ARE,*,*,*,,33,34,180.06,"""""""DHL Express""""""",""
ARE,*,*,*,,34,35,185.1,"""""""DHL Express""""""",""
ARE,*,*,*,,35,36,185.1,"""""""DHL Express""""""",""
ARE,*,*,*,,36,37,195.192,"""""""DHL Express""""""",""
ARE,*,*,*,,37,38,200.232,"""""""DHL Express""""""",""
ARE,*,*,*,,38,39,205.272,"""""""DHL Express""""""",""
ARE,*,*,*,,39,40,210.312,"""""""DHL Express""""""",""
ARE,*,*,*,,40,41,215.352,"""""""DHL Express""""""",""
ARE,*,*,*,,41,42,220.392,"""""""DHL Express""""""",""
ARE,*,*,*,,42,43,225.432,"""""""DHL Express""""""",""
ARE,*,*,*,,43,44,230.484,"""""""DHL Express""""""",""
ARE,*,*,*,,44,45,235.524,"""""""DHL Express""""""",""
ARE,*,*,*,,45,46,240.564,"""""""DHL Express""""""",""
ARE,*,*,*,,46,47,245.604,"""""""DHL Express""""""",""
ARE,*,*,*,,47,48,250.644,"""""""DHL Express""""""",""
ARE,*,*,*,,48,49,255.684,"""""""DHL Express""""""",""
ARE,*,*,*,,49,50,260.724,"""""""DHL Express""""""",""
ARE,*,*,*,,50,51,265.764,"""""""DHL Express""""""",""
ARE,*,*,*,,51,52,270.816,"""""""DHL Express""""""",""
ARE,*,*,*,,52,53,275.856,"""""""DHL Express""""""",""
ARE,*,*,*,,53,54,280.896,"""""""DHL Express""""""",""
ARE,*,*,*,,54,55,285.936,"""""""DHL Express""""""",""
ARE,*,*,*,,55,56,290.976,"""""""DHL Express""""""",""
ARE,*,*,*,,56,57,296.016,"""""""DHL Express""""""",""
ARE,*,*,*,,57,58,301.056,"""""""DHL Express""""""",""
ARE,*,*,*,,58,59,306.108,"""""""DHL Express""""""",""
ARE,*,*,*,,59,60,311.148,"""""""DHL Express""""""",""
ARE,*,*,*,,60,61,316.188,"""""""DHL Express""""""",""
ARE,*,*,*,,61,62,321.228,"""""""DHL Express""""""",""
ARE,*,*,*,,62,63,326.268,"""""""DHL Express""""""",""
ARE,*,*,*,,63,64,331.308,"""""""DHL Express""""""",""
ARE,*,*,*,,64,65,336.348,"""""""DHL Express""""""",""
ARE,*,*,*,,65,66,341.388,"""""""DHL Express""""""",""
ARE,*,*,*,,66,67,346.44,"""""""DHL Express""""""",""
ARE,*,*,*,,67,68,351.48,"""""""DHL Express""""""",""
ARE,*,*,*,,68,69,356.52,"""""""DHL Express""""""",""
ARE,*,*,*,,69,70,361.56,"""""""DHL Express""""""",""
AUS,*,*,*,,0,0.5,35.988,"""""""DHL Express""""""",""
AUS,*,*,*,,0.5,1,39,"""""""DHL Express""""""",""
AUS,*,*,*,,1,1.5,42.072,"""""""DHL Express""""""",""
AUS,*,*,*,,1.5,2,45.144,"""""""DHL Express""""""",""
AUS,*,*,*,,2,2.5,48.216,"""""""DHL Express""""""",""
AUS,*,*,*,,2.5,3,51.108,"""""""DHL Express""""""",""
AUS,*,*,*,,3,3.5,53.988,"""""""DHL Express""""""",""
AUS,*,*,*,,3.5,4,56.88,"""""""DHL Express""""""",""
AUS,*,*,*,,4,4.5,59.772,"""""""DHL Express""""""",""
AUS,*,*,*,,4.5,5,62.652,"""""""DHL Express""""""",""
AUS,*,*,*,,5,5.5,65.352,"""""""DHL Express""""""",""
AUS,*,*,*,,5.5,6,68.04,"""""""DHL Express""""""",""
AUS,*,*,*,,6,6.5,70.728,"""""""DHL Express""""""",""
AUS,*,*,*,,6.5,7,73.416,"""""""DHL Express""""""",""
AUS,*,*,*,,7,7.5,76.104,"""""""DHL Express""""""",""
AUS,*,*,*,,7.5,8,78.804,"""""""DHL Express""""""",""
AUS,*,*,*,,8,8.5,81.492,"""""""DHL Express""""""",""
AUS,*,*,*,,8.5,9,84.18,"""""""DHL Express""""""",""
AUS,*,*,*,,9,9.5,86.868,"""""""DHL Express""""""",""
AUS,*,*,*,,9.5,10,89.556,"""""""DHL Express""""""",""
AUS,*,*,*,,10,11,86.58,"""""""DHL Express""""""",""
AUS,*,*,*,,11,12,90.708,"""""""DHL Express""""""",""
AUS,*,*,*,,12,13,94.836,"""""""DHL Express""""""",""
AUS,*,*,*,,13,14,98.976,"""""""DHL Express""""""",""
AUS,*,*,*,,14,15,103.104,"""""""DHL Express""""""",""
AUS,*,*,*,,15,16,107.232,"""""""DHL Express""""""",""
AUS,*,*,*,,16,17,111.36,"""""""DHL Express""""""",""
AUS,*,*,*,,17,18,115.488,"""""""DHL Express""""""",""
AUS,*,*,*,,18,19,119.628,"""""""DHL Express""""""",""
AUS,*,*,*,,19,20,123.756,"""""""DHL Express""""""",""
AUS,*,*,*,,20,21,127.368,"""""""DHL Express""""""",""
AUS,*,*,*,,21,22,130.98,"""""""DHL Express""""""",""
AUS,*,*,*,,22,23,134.592,"""""""DHL Express""""""",""
AUS,*,*,*,,23,24,138.216,"""""""DHL Express""""""",""
AUS,*,*,*,,24,25,141.828,"""""""DHL Express""""""",""
AUS,*,*,*,,25,26,145.44,"""""""DHL Express""""""",""
AUS,*,*,*,,26,27,149.052,"""""""DHL Express""""""",""
AUS,*,*,*,,27,28,152.664,"""""""DHL Express""""""",""
AUS,*,*,*,,28,29,156.276,"""""""DHL Express""""""",""
AUS,*,*,*,,29,30,159.9,"""""""DHL Express""""""",""
AUS,*,*,*,,30,31,164.94,"""""""DHL Express""""""",""
AUS,*,*,*,,31,32,169.98,"""""""DHL Express""""""",""
AUS,*,*,*,,32,33,175.02,"""""""DHL Express""""""",""
AUS,*,*,*,,33,34,180.06,"""""""DHL Express""""""",""
AUS,*,*,*,,34,35,185.1,"""""""DHL Express""""""",""
AUS,*,*,*,,35,36,185.1,"""""""DHL Express""""""",""
AUS,*,*,*,,36,37,195.192,"""""""DHL Express""""""",""
AUS,*,*,*,,37,38,200.232,"""""""DHL Express""""""",""
AUS,*,*,*,,38,39,205.272,"""""""DHL Express""""""",""
AUS,*,*,*,,39,40,210.312,"""""""DHL Express""""""",""
AUS,*,*,*,,40,41,215.352,"""""""DHL Express""""""",""
AUS,*,*,*,,41,42,220.392,"""""""DHL Express""""""",""
AUS,*,*,*,,42,43,225.432,"""""""DHL Express""""""",""
AUS,*,*,*,,43,44,230.484,"""""""DHL Express""""""",""
AUS,*,*,*,,44,45,235.524,"""""""DHL Express""""""",""
AUS,*,*,*,,45,46,240.564,"""""""DHL Express""""""",""
AUS,*,*,*,,46,47,245.604,"""""""DHL Express""""""",""
AUS,*,*,*,,47,48,250.644,"""""""DHL Express""""""",""
AUS,*,*,*,,48,49,255.684,"""""""DHL Express""""""",""
AUS,*,*,*,,49,50,260.724,"""""""DHL Express""""""",""
AUS,*,*,*,,50,51,265.764,"""""""DHL Express""""""",""
AUS,*,*,*,,51,52,270.816,"""""""DHL Express""""""",""
AUS,*,*,*,,52,53,275.856,"""""""DHL Express""""""",""
AUS,*,*,*,,53,54,280.896,"""""""DHL Express""""""",""
AUS,*,*,*,,54,55,285.936,"""""""DHL Express""""""",""
AUS,*,*,*,,55,56,290.976,"""""""DHL Express""""""",""
AUS,*,*,*,,56,57,296.016,"""""""DHL Express""""""",""
AUS,*,*,*,,57,58,301.056,"""""""DHL Express""""""",""
AUS,*,*,*,,58,59,306.108,"""""""DHL Express""""""",""
AUS,*,*,*,,59,60,311.148,"""""""DHL Express""""""",""
AUS,*,*,*,,60,61,316.188,"""""""DHL Express""""""",""
AUS,*,*,*,,61,62,321.228,"""""""DHL Express""""""",""
AUS,*,*,*,,62,63,326.268,"""""""DHL Express""""""",""
AUS,*,*,*,,63,64,331.308,"""""""DHL Express""""""",""
AUS,*,*,*,,64,65,336.348,"""""""DHL Express""""""",""
AUS,*,*,*,,65,66,341.388,"""""""DHL Express""""""",""
AUS,*,*,*,,66,67,346.44,"""""""DHL Express""""""",""
AUS,*,*,*,,67,68,351.48,"""""""DHL Express""""""",""
AUS,*,*,*,,68,69,356.52,"""""""DHL Express""""""",""
AUS,*,*,*,,69,70,361.56,"""""""DHL Express""""""",""
AUT,*,*,*,,0,0.5,23.604,"""""""DHL Express""""""",""
AUT,*,*,*,,0,15,11.891,"""""""DHL Parcel Economy""""""",""
AUT,*,*,*,,0.5,1,25.044,"""""""DHL Express""""""",""
AUT,*,*,*,,1,1.5,26.472,"""""""DHL Express""""""",""
AUT,*,*,*,,1.5,2,27.912,"""""""DHL Express""""""",""
AUT,*,*,*,,2,2.5,29.352,"""""""DHL Express""""""",""
AUT,*,*,*,,2.5,3,30.648,"""""""DHL Express""""""",""
AUT,*,*,*,,3,3.5,31.956,"""""""DHL Express""""""",""
AUT,*,*,*,,3.5,4,33.264,"""""""DHL Express""""""",""
AUT,*,*,*,,4,4.5,34.56,"""""""DHL Express""""""",""
AUT,*,*,*,,4.5,5,35.868,"""""""DHL Express""""""",""
AUT,*,*,*,,5,5.5,36.984,"""""""DHL Express""""""",""
AUT,*,*,*,,5.5,6,38.112,"""""""DHL Express""""""",""
AUT,*,*,*,,6,6.5,39.24,"""""""DHL Express""""""",""
AUT,*,*,*,,6.5,7,40.356,"""""""DHL Express""""""",""
AUT,*,*,*,,7,7.5,41.484,"""""""DHL Express""""""",""
AUT,*,*,*,,7.5,8,42.6,"""""""DHL Express""""""",""
AUT,*,*,*,,8,8.5,43.728,"""""""DHL Express""""""",""
AUT,*,*,*,,8.5,9,44.844,"""""""DHL Express""""""",""
AUT,*,*,*,,9,9.5,45.972,"""""""DHL Express""""""",""
AUT,*,*,*,,9.5,10,47.088,"""""""DHL Express""""""",""
AUT,*,*,*,,10,11,44.772,"""""""DHL Express""""""",""
AUT,*,*,*,,11,12,46.176,"""""""DHL Express""""""",""
AUT,*,*,*,,12,13,47.568,"""""""DHL Express""""""",""
AUT,*,*,*,,13,14,48.96,"""""""DHL Express""""""",""
AUT,*,*,*,,14,15,50.364,"""""""DHL Express""""""",""
AUT,*,*,*,,15,16,51.756,"""""""DHL Express""""""",""
AUT,*,*,*,,15,30,23.782,"""""""DHL Parcel Economy""""""",""
AUT,*,*,*,,16,17,53.16,"""""""DHL Express""""""",""
AUT,*,*,*,,17,18,54.552,"""""""DHL Express""""""",""
AUT,*,*,*,,18,19,55.956,"""""""DHL Express""""""",""
AUT,*,*,*,,19,20,57.348,"""""""DHL Express""""""",""
AUT,*,*,*,,20,21,59.076,"""""""DHL Express""""""",""
AUT,*,*,*,,21,22,60.816,"""""""DHL Express""""""",""
AUT,*,*,*,,22,23,62.544,"""""""DHL Express""""""",""
AUT,*,*,*,,23,24,64.272,"""""""DHL Express""""""",""
AUT,*,*,*,,24,25,66,"""""""DHL Express""""""",""
AUT,*,*,*,,25,26,67.74,"""""""DHL Express""""""",""
AUT,*,*,*,,26,27,69.468,"""""""DHL Express""""""",""
AUT,*,*,*,,27,28,71.196,"""""""DHL Express""""""",""
AUT,*,*,*,,28,29,72.924,"""""""DHL Express""""""",""
AUT,*,*,*,,29,30,74.664,"""""""DHL Express""""""",""
AUT,*,*,*,,30,31,76.248,"""""""DHL Express""""""",""
AUT,*,*,*,,30,45,35.673,"""""""DHL Parcel Economy""""""",""
AUT,*,*,*,,31,32,77.844,"""""""DHL Express""""""",""
AUT,*,*,*,,32,33,79.44,"""""""DHL Express""""""",""
AUT,*,*,*,,33,34,81.036,"""""""DHL Express""""""",""
AUT,*,*,*,,34,35,82.632,"""""""DHL Express""""""",""
AUT,*,*,*,,35,36,82.632,"""""""DHL Express""""""",""
AUT,*,*,*,,36,37,85.824,"""""""DHL Express""""""",""
AUT,*,*,*,,37,38,87.42,"""""""DHL Express""""""",""
AUT,*,*,*,,38,39,89.004,"""""""DHL Express""""""",""
AUT,*,*,*,,39,40,90.6,"""""""DHL Express""""""",""
AUT,*,*,*,,40,41,92.196,"""""""DHL Express""""""",""
AUT,*,*,*,,41,42,93.792,"""""""DHL Express""""""",""
AUT,*,*,*,,42,43,95.388,"""""""DHL Express""""""",""
AUT,*,*,*,,43,44,96.984,"""""""DHL Express""""""",""
AUT,*,*,*,,44,45,98.58,"""""""DHL Express""""""",""
AUT,*,*,*,,45,46,100.176,"""""""DHL Express""""""",""
AUT,*,*,*,,45,60,47.564,"""""""DHL Parcel Economy""""""",""
AUT,*,*,*,,46,47,101.76,"""""""DHL Express""""""",""
AUT,*,*,*,,47,48,103.356,"""""""DHL Express""""""",""
AUT,*,*,*,,48,49,104.952,"""""""DHL Express""""""",""
AUT,*,*,*,,49,50,106.548,"""""""DHL Express""""""",""
AUT,*,*,*,,50,51,109.572,"""""""DHL Express""""""",""
AUT,*,*,*,,51,52,112.596,"""""""DHL Express""""""",""
AUT,*,*,*,,52,53,115.62,"""""""DHL Express""""""",""
AUT,*,*,*,,53,54,118.632,"""""""DHL Express""""""",""
AUT,*,*,*,,54,55,121.656,"""""""DHL Express""""""",""
AUT,*,*,*,,55,56,124.68,"""""""DHL Express""""""",""
AUT,*,*,*,,56,57,127.704,"""""""DHL Express""""""",""
AUT,*,*,*,,57,58,130.728,"""""""DHL Express""""""",""
AUT,*,*,*,,58,59,133.752,"""""""DHL Express""""""",""
AUT,*,*,*,,59,60,136.764,"""""""DHL Express""""""",""
AUT,*,*,*,,60,61,139.788,"""""""DHL Express""""""",""
AUT,*,*,*,,60,75,59.455,"""""""DHL Parcel Economy""""""",""
AUT,*,*,*,,61,62,142.812,"""""""DHL Express""""""",""
AUT,*,*,*,,62,63,145.836,"""""""DHL Express""""""",""
AUT,*,*,*,,63,64,148.86,"""""""DHL Express""""""",""
AUT,*,*,*,,64,65,151.872,"""""""DHL Express""""""",""
AUT,*,*,*,,65,66,154.896,"""""""DHL Express""""""",""
AUT,*,*,*,,66,67,157.92,"""""""DHL Express""""""",""
AUT,*,*,*,,67,68,160.944,"""""""DHL Express""""""",""
AUT,*,*,*,,68,69,163.968,"""""""DHL Express""""""",""
AUT,*,*,*,,69,70,166.992,"""""""DHL Express""""""",""
BEL,*,*,*,,0,0.5,14.916,"""""""DHL Express""""""",""
BEL,*,*,*,,0,15,7.866,"""""""DHL Parcel Economy""""""",""
BEL,*,*,*,,0.5,1,15.444,"""""""DHL Express""""""",""
BEL,*,*,*,,1,1.5,15.972,"""""""DHL Express""""""",""
BEL,*,*,*,,1.5,2,16.512,"""""""DHL Express""""""",""
BEL,*,*,*,,2,2.5,17.04,"""""""DHL Express""""""",""
BEL,*,*,*,,2.5,3,17.46,"""""""DHL Express""""""",""
BEL,*,*,*,,3,3.5,17.892,"""""""DHL Express""""""",""
BEL,*,*,*,,3.5,4,18.324,"""""""DHL Express""""""",""
BEL,*,*,*,,4,4.5,18.756,"""""""DHL Express""""""",""
BEL,*,*,*,,4.5,5,19.176,"""""""DHL Express""""""",""
BEL,*,*,*,,5,5.5,19.44,"""""""DHL Express""""""",""
BEL,*,*,*,,5.5,6,19.704,"""""""DHL Express""""""",""
BEL,*,*,*,,6,6.5,19.968,"""""""DHL Express""""""",""
BEL,*,*,*,,6.5,7,20.232,"""""""DHL Express""""""",""
BEL,*,*,*,,7,7.5,20.496,"""""""DHL Express""""""",""
BEL,*,*,*,,7.5,8,20.76,"""""""DHL Express""""""",""
BEL,*,*,*,,8,8.5,21.024,"""""""DHL Express""""""",""
BEL,*,*,*,,8.5,9,21.288,"""""""DHL Express""""""",""
BEL,*,*,*,,9,9.5,21.552,"""""""DHL Express""""""",""
BEL,*,*,*,,9.5,10,21.816,"""""""DHL Express""""""",""
BEL,*,*,*,,10,11,20.616,"""""""DHL Express""""""",""
BEL,*,*,*,,11,12,21.096,"""""""DHL Express""""""",""
BEL,*,*,*,,12,13,21.588,"""""""DHL Express""""""",""
BEL,*,*,*,,13,14,22.068,"""""""DHL Express""""""",""
BEL,*,*,*,,14,15,22.56,"""""""DHL Express""""""",""
BEL,*,*,*,,15,16,23.04,"""""""DHL Express""""""",""
BEL,*,*,*,,15,30,15.732,"""""""DHL Parcel Economy""""""",""
BEL,*,*,*,,16,17,23.532,"""""""DHL Express""""""",""
BEL,*,*,*,,17,18,24.012,"""""""DHL Express""""""",""
BEL,*,*,*,,18,19,24.504,"""""""DHL Express""""""",""
BEL,*,*,*,,19,20,24.984,"""""""DHL Express""""""",""
BEL,*,*,*,,20,21,25.476,"""""""DHL Express""""""",""
BEL,*,*,*,,21,22,25.956,"""""""DHL Express""""""",""
BEL,*,*,*,,22,23,26.448,"""""""DHL Express""""""",""
BEL,*,*,*,,23,24,26.928,"""""""DHL Express""""""",""
BEL,*,*,*,,24,25,27.42,"""""""DHL Express""""""",""
BEL,*,*,*,,25,26,27.9,"""""""DHL Express""""""",""
BEL,*,*,*,,26,27,28.392,"""""""DHL Express""""""",""
BEL,*,*,*,,27,28,28.872,"""""""DHL Express""""""",""
BEL,*,*,*,,28,29,29.364,"""""""DHL Express""""""",""
BEL,*,*,*,,29,30,29.844,"""""""DHL Express""""""",""
BEL,*,*,*,,30,31,30.444,"""""""DHL Express""""""",""
BEL,*,*,*,,30,45,23.598,"""""""DHL Parcel Economy""""""",""
BEL,*,*,*,,31,32,31.032,"""""""DHL Express""""""",""
BEL,*,*,*,,32,33,31.62,"""""""DHL Express""""""",""
BEL,*,*,*,,33,34,32.22,"""""""DHL Express""""""",""
BEL,*,*,*,,34,35,32.808,"""""""DHL Express""""""",""
BEL,*,*,*,,35,36,32.808,"""""""DHL Express""""""",""
BEL,*,*,*,,36,37,33.996,"""""""DHL Express""""""",""
BEL,*,*,*,,37,38,34.584,"""""""DHL Express""""""",""
BEL,*,*,*,,38,39,35.172,"""""""DHL Express""""""",""
BEL,*,*,*,,39,40,35.772,"""""""DHL Express""""""",""
BEL,*,*,*,,40,41,36.36,"""""""DHL Express""""""",""
BEL,*,*,*,,41,42,36.948,"""""""DHL Express""""""",""
BEL,*,*,*,,42,43,37.548,"""""""DHL Express""""""",""
BEL,*,*,*,,43,44,38.136,"""""""DHL Express""""""",""
BEL,*,*,*,,44,45,38.736,"""""""DHL Express""""""",""
BEL,*,*,*,,45,46,39.324,"""""""DHL Express""""""",""
BEL,*,*,*,,45,60,31.464,"""""""DHL Parcel Economy""""""",""
BEL,*,*,*,,46,47,39.912,"""""""DHL Express""""""",""
BEL,*,*,*,,47,48,40.512,"""""""DHL Express""""""",""
BEL,*,*,*,,48,49,41.1,"""""""DHL Express""""""",""
BEL,*,*,*,,49,50,41.688,"""""""DHL Express""""""",""
BEL,*,*,*,,50,51,42.636,"""""""DHL Express""""""",""
BEL,*,*,*,,51,52,43.572,"""""""DHL Express""""""",""
BEL,*,*,*,,52,53,44.52,"""""""DHL Express""""""",""
BEL,*,*,*,,53,54,45.456,"""""""DHL Express""""""",""
BEL,*,*,*,,54,55,46.404,"""""""DHL Express""""""",""
BEL,*,*,*,,55,56,47.34,"""""""DHL Express""""""",""
BEL,*,*,*,,56,57,48.288,"""""""DHL Express""""""",""
BEL,*,*,*,,57,58,49.224,"""""""DHL Express""""""",""
BEL,*,*,*,,58,59,50.16,"""""""DHL Express""""""",""
BEL,*,*,*,,59,60,51.108,"""""""DHL Express""""""",""
BEL,*,*,*,,60,61,52.044,"""""""DHL Express""""""",""
BEL,*,*,*,,60,75,39.33,"""""""DHL Parcel Economy""""""",""
BEL,*,*,*,,61,62,52.992,"""""""DHL Express""""""",""
